0,1,2
10.829652781309434,-2.831228130312313,-2.1641943938044954
10.722791667745923,-2.7739100301407964,-2.3986851338854316
10.565498818756467,-2.673899103841951,-2.59449445611439
10.576331408002016,-2.5394372571283306,-2.5475007713548217
10.721025403714666,-2.2588145967847755,-2.2263156292610153
10.888613084222488,-1.6325698199286949,-1.7465093125392601
11.073102179959873,-0.793566858510157,-1.518621486525798
11.499936615731801,0.005870826109294236,-1.7765941229080204
12.342551684229011,0.4850557997487853,-2.454118634230039
13.490570084657556,0.5788080005153975,-3.175102074768075
14.565964596733293,0.46632915593787794,-3.5454371255071475
15.170431131328083,0.3986212853536556,-3.466248946024918
15.134424609621961,0.49191499348164713,-3.1860717699539376
14.577662412777073,0.6529165059072555,-3.0678207724960314
13.781975150612986,0.6729350525941526,-3.2964348538931305
13.022945348844019,0.3946149248262646,-3.765531915537309
12.485510135895542,-0.1905091080380643,-4.197077418736345
12.257610339317539,-0.9737506556633114,-4.359808077736314
12.328319321439846,-1.8206565359781377,-4.208311826353595
12.58639242343914,-2.625480942552146,-3.868262603472477
12.861031120863476,-3.2853719701902366,-3.5369506048006842
13.066268612383134,-3.848311604618332,-3.2907482499616676
13.089324407024865,-4.206159991389773,-3.1762886402860433
12.883584885441595,-4.400439207422979,-3.0963727951879028
12.455531594779798,-4.467228539004891,-2.996360610590348
11.829809488674968,-4.462359388735917,-2.9020960692663142
11.085342495596759,-4.407519197784058,-2.908227142291611
10.313437587436008,-4.289356674944013,-3.0200840928063233
9.410007539481702,-4.068752567193476,-3.1158731526560013
8.40214018107584,-3.7594140333721118,-3.072806798677827
7.546467547509104,-3.4631347464964732,-2.909465704932636
6.9953271855190815,-3.237724471884444,-2.727581798799376
6.911838094900547,-3.145066997292614,-2.670472473894107
7.052740255501659,-3.100212790322394,-2.7125080122502983
7.165772814250126,-3.0111479229603035,-2.743744467692801
7.199675730602977,-2.861140079870366,-2.695820892078566
7.31768666333163,-2.6830567501051243,-2.599198483736424
7.644654779809667,-2.594797967560065,-2.592107211504327
8.087368417663718,-2.642171704588775,-2.7673691158881057
8.490735014976272,-2.850090399314332,-3.1922037779747745
8.584967304854716,-3.108324718960972,-3.6744272733848673
8.301302366328114,-3.2930497555053635,-4.074763435617703
7.763676246197512,-3.184262587695786,-4.139824544265905
7.305293266924927,-2.810899713419264,-3.9530228365964097
7.214693431394141,-2.1764038780619765,-3.6871507285793017
7.754728147555079,-1.6857798743058758,-3.7038456912432602
8.699847139557207,-1.4039016386513128,-4.035074160073887
9.701044916301868,-1.3004488507006893,-4.476287219549549
10.540627084305202,-1.3072375483699274,-4.741759858126405
11.342726765691488,-1.3987051441222627,-4.7154419424726886
11.888311176744045,-1.5150646355634074,-4.4381184869909465
11.945871525324998,-1.5621416794673118,-4.049327431312231
