0,1,2
11.196686979061193,-3.320818789212699,-3.0482868314040408
12.216011755772508,-3.9052293062085286,-3.7098350862304
12.846233087121151,-4.308119240960902,-4.0631290933625355
12.643981098162246,-4.433434231858118,-3.567408358786494
11.839187254791927,-4.3266701204412215,-2.3540193496126216
11.188576472943682,-4.221906748544658,-1.3366900837494855
11.083464846107725,-4.256649459498395,-1.3280669747620855
11.097124758525984,-4.258026944656222,-2.1487807074147334
10.589679968038528,-3.987399705624622,-2.8705173789459852
9.493968254056872,-3.490368011134169,-2.844375420217357
8.27923485410874,-3.015306471979149,-2.2256991151348164
7.333811529480066,-2.649551870826307,-1.55769335649574
6.669889932109713,-2.244614255065312,-1.1641133383006272
6.195910335334427,-1.7375801848840913,-1.0533406312086875
6.002341805053753,-1.373693551926473,-1.1704838242767388
6.237601159061535,-1.4695395172470151,-1.479561902866903
6.824405605676085,-2.0091858216204206,-1.8291865269968033
7.46387827242932,-2.609019096880947,-1.9702233353906153
7.925219283503137,-2.9071185593525506,-1.8205459130580848
8.240032948187242,-2.9075751263790526,-1.6108237509048258
8.579859817541877,-2.8997942687042313,-1.6405067960634139
9.010672094816359,-3.1037439773557933,-1.9026141166059887
9.45654211197363,-3.4917434530269826,-2.0686806154100394
9.884386474474601,-3.9470402293265376,-1.9112859065897583
10.35500928213051,-4.419788318450981,-1.6487408742889078
10.779457626167314,-4.770973421703845,-1.7187232965405432
10.804012644457524,-4.609641309023454,-2.233558945922946
10.217310149065707,-3.635930016588172,-2.8580982412158935
9.42628762359518,-2.2224001056137004,-3.2560970693154005
9.21598235980782,-1.3388927018835153,-3.4076426526791623
9.934436762807081,-1.667664641249397,-3.3907037752589804
11.084076372916568,-2.904699185982691,-3.1392738233543183
11.783233768423205,-4.06098523551414,-2.637022058398813
11.523258022179936,-4.3604074031149995,-2.159382987260421
10.467512060973505,-3.769262426307309,-2.069106305423611
9.153964527108645,-2.7848335664374315,-2.407453902006698
8.000079158576348,-1.8926328440467057,-2.838085303821089
7.074967520954571,-1.263148030856077,-2.9981911897074767
6.296143666466703,-0.8716706623608703,-2.821771657162977
5.7664344520742565,-0.7711748728688284,-2.510185174628452
5.790642286710334,-1.1294198612880828,-2.252842479515727
6.490532049685936,-1.9619060574677092,-2.0277331681217197
7.504228453384508,-2.9182812776180667,-1.6756104177302
8.23879132662908,-3.4734422362818513,-1.140651237577964
8.4513095012097,-3.377377615441587,-0.6031770906779722
8.472205481058875,-2.8669842168383814,-0.3611023125487935
8.81995038792856,-2.4292541402698147,-0.6044470499069291
9.630530657425462,-2.4042644701469493,-1.2640155797514978
10.802176033616792,-2.866139334523801,-2.2487765900061345
11.734061325194023,-3.5504089061815876,-3.0370270444124343
12.201886202803834,-4.150277323767523,-3.2431276862853657
12.253458074517544,-4.472194932087602,-2.7264738819832286
12.135350412249995,-4.554267895876127,-1.876491557185082
11.988407593031052,-4.521672162189312,-1.3464394886048596
11.713554382589772,-4.377215936503042,-1.460161987603057
11.168984733318045,-4.026289290448959,-1.9548495572366107
10.389315220836249,-3.4642476375421714,-2.305881052989907
9.570630060591434,-2.852945682892257,-2.222556065751022
8.679344584092677,-2.227228677658335,-1.7397248406265422
7.868994400321329,-1.7207692097457956,-1.222053763074446
7.149635078506602,-1.309863128665249,-0.9334189682672223
6.623203974165261,-1.0549227870223732,-0.9582497314927017
6.366933214500447,-1.0417498004349337,-1.1980767661976053
6.395238053953888,-1.2793948401166955,-1.5007151679689832
6.691905836136973,-1.660912685817663,-1.7699763597994296
7.233040309486203,-2.0505132967533224,-1.97122441816428
7.964913747307835,-2.414780395967319,-2.089938109097262
8.74768209985358,-2.825953736831665,-2.1336624610001866
9.586451320495051,-3.459766218569077,-2.1532209487059797
10.252674711211244,-4.169260654463203,-2.191151905475083
10.729743295874938,-4.756995742071862,-2.259203507389197
11.003563899464357,-5.032815571496075,-2.3853296079112685
11.03764555673948,-4.953023653668644,-2.6453649565990096
10.73364426152681,-4.552827085077186,-3.052302917580084
10.068388095479511,-3.9161070601174037,-3.443784433657256
9.291052648784552,-3.2805876225578032,-3.5684027857230003
8.845637413555561,-3.0012490374489458,-3.284266932983377
8.97353430771046,-3.213982630820953,-2.6882664761041455
9.560458797606774,-3.7270780704887465,-1.9024505618312668
10.067573205761764,-4.020732014529044,-1.3768642131497701
10.11259485084613,-3.8729920512437177,-1.3588631739957167
9.590896499164648,-3.3712791199199623,-1.8574951620905944
8.659922304494197,-2.725708629205216,-2.5641871304735
7.574226237106615,-2.0694554636212237,-3.0991450033429624
6.58319370869391,-1.4705431325112674,-3.285042491918341
5.918923757818593,-1.0277070586002859,-3.17262564794857
5.7496470153731565,-0.8654339690842513,-2.886908856681329
6.0664184690497684,-1.0321008290251128,-2.520847600416961
6.6605339192805815,-1.425322595309701,-2.1337949080208976
7.28803281850897,-1.8181056857258229,-1.774454785335055
7.858870629027631,-1.9785031748922324,-1.4983732280649464
8.435568212083103,-1.826789672756049,-1.3835381895384689
9.039440821904307,-1.529565585252876,-1.483675491694242
9.717835958486903,-1.3241543745143285,-1.7935134367625367
10.303526294643506,-1.4560349402024833,-2.119603353338208
10.88595505022705,-1.928497036961645,-2.3481579930036074
11.618204500198216,-2.633709792981824,-2.543652939152441
12.506412663589526,-3.3799626315515177,-2.862134910533712
13.234237564513093,-3.8674196983534497,-3.2699723236773806
13.370121426480145,-3.8166018235192967,-3.4684390434910903
12.813480367020485,-3.2762189463862716,-3.18120949168481
11.94128270561619,-2.6944336910069793,-2.4561082407390153
11.24452767018903,-2.513031511944222,-1.6289629758343653
10.895589159761709,-2.734664646264771,-1.0712429061147044
10.711771069646653,-3.003191710683991,-1.010402795630082
10.42625208641596,-3.034338559302043,-1.4470237159055244
9.90706920464458,-2.8345720543493313,-2.1118576337395956
9.19008813524826,-2.5544675007684017,-2.569188263093389
8.408220219439192,-2.288314402539558,-2.4986046762514396
7.6959605379477445,-2.053178565341306,-1.9302474292981198
7.118300851909082,-1.8724180368354384,-1.2148789286486774
6.6911426157075296,-1.807890635267781,-0.78037681907899
6.347471094716696,-1.9168421427882634,-0.8160617850204757
6.175316785636536,-2.1795956130904037,-1.2685199311062922
6.210960278152057,-2.5127692885995687,-1.8419521278459343
6.491680225267575,-2.8405632874974875,-2.260638695333228
6.9797240453799425,-3.148769445953746,-2.418811760392409
7.665030329002791,-3.51099337973395,-2.3974806876274934
8.478835334027062,-3.9191276554020176,-2.3066766407977113
9.263498181551332,-4.22730280550531,-2.260911170922172
10.070254706804336,-4.404752722197373,-2.347397448793873
10.862708447827858,-4.524938599878784,-2.626850665505775
11.542649402334101,-4.660295175199274,-3.096978318274102
