"xavg","yavg","zavg","xstddev","ystddev","zstddev","xabsdev","yabsdev","zabsdev","res","xzcr","yzcr","zzcr","minx","miny","minz","maxx","maxy","maxz","class","x0","x1","x2","x3","x4","x5","x6","x7","x8","x9","y0","y1","y2","y3","y4","y5","y6","y7","y8","y9","z0","z1","z2","z3","z4","z5","z6","z7","z8","z9"
0.8338966175218075,0.5984130903342607,0.5125974925240654,0.194795674898243,0.0866651076996833,0.0445949772380949,0.2130185061579915,0.09270899228819299,0.04171107433212743,0.1691360150361195,0.0,0.0,0.0,0.9899298191400913,0.7550918497371997,0.7981700655223221,0.5062413732034029,0.33133610048170853,0.2786238059637052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3359375,0.359375,0.3046875,0.0,0.0,0.0,0.578125,0.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9296875,0.0703125,0.0,0.0,0.0
0.8140142049245572,0.5832931694861357,0.4994752024597769,0.16966441649329395,0.10163211625012128,0.05737714262609093,0.1773848751710228,0.10453537169459148,0.04650511023364873,0.14893332480421517,0.0,0.0,0.015625,0.9825014316822791,0.7339669854098883,0.7764399128973364,0.506028254069837,0.3206102887664996,0.28822519919359274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515625,0.421875,0.2265625,0.0,0.0,0.03125,0.609375,0.359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.9296875,0.0546875,0.0,0.0,0.0
0.8400200044205954,0.605169554079648,0.5046396859094154,0.18577806716323267,0.11895005431447354,0.05104576996248945,0.1903995093383426,0.12960123587042324,0.05189670252811101,0.17871495803362938,0.0,0.015625,0.0,0.9925013516172895,0.7454229529482223,0.7948324678412542,0.505799588194469,0.33743330702495916,0.27286094583729087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.4140625,0.3046875,0.0,0.0,0.015625,0.53125,0.4453125,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.03125,0.0,0.0,0.0
0.7995740525207579,0.5599315789985974,0.503580097491559,0.19230300143861692,0.10891431015604171,0.06615203247630676,0.19222634910885436,0.10724317493346015,0.058265618832298124,0.15010200609864974,0.0,0.0,0.0,0.9641655982793159,0.7187041816894546,0.7927178130947167,0.515986935414252,0.3095414818996271,0.30233096330103454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.4453125,0.1796875,0.0,0.0,0.140625,0.5546875,0.3046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9296875,0.0703125,0.0,0.0,0.0
0.824579065132883,0.5776763101420703,0.5211946419912595,0.1894422536185286,0.11271393419027305,0.05208563313619785,0.20521767626940698,0.12426985144086264,0.05252674459200313,0.17923855610349643,0.0,0.0,0.0,0.9915292433336552,0.7257201155688259,0.790133142444076,0.4884219110928094,0.3231114283383566,0.28120516259394995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515625,0.4140625,0.234375,0.0,0.0,0.09375,0.4609375,0.4453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0
0.7983243715280031,0.5582298705712524,0.5092217404303355,0.2003840357841349,0.10601730237184094,0.043723989732221205,0.21328884526997766,0.10695269250849944,0.043997374723569245,0.1518335800057261,0.0,0.0,0.0,0.9582335019674861,0.7298666784581171,0.8005723364601255,0.49812081023953136,0.32201116239019145,0.2808078108384011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40625,0.3828125,0.2109375,0.0,0.0,0.109375,0.578125,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9453125,0.0546875,0.0,0.0,0.0
0.8128026021536894,0.5660098258660735,0.5036019185683501,0.18160074002530405,0.126098818618237,0.053354656102781534,0.1815646569968181,0.13200033073626197,0.045077830933531876,0.168734817294651,0.0,0.0,0.0,0.9572267947219182,0.7074666723990343,0.7849000162508921,0.4839188585253339,0.314309299987111,0.27224873667458205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34375,0.453125,0.203125,0.0,0.0,0.1640625,0.4453125,0.390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953125,0.046875,0.0,0.0,0.0
0.8233862498141575,0.5613207674137656,0.5033372802008169,0.21099567151258558,0.11162641104957392,0.07877915045487278,0.22692725936542513,0.11322039509723504,0.06401762105469735,0.18958831699803577,0.0,0.0,0.015625,0.9787933267820298,0.7234666691690085,0.7710771526500245,0.5012383109531435,0.3302608124374445,0.2902681377984794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3671875,0.3359375,0.296875,0.0,0.0,0.1328125,0.515625,0.3515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,0.890625,0.0859375,0.0,0.0,0.0
0.8342992227412596,0.5716522610796599,0.48764322624785417,0.17245273827019147,0.12186891386615983,0.05816198465921695,0.17886518860493011,0.12827698464775517,0.055021553254592535,0.19306061129961644,0.0,0.03125,0.0,0.9913064703250923,0.7245333350634392,0.7821801796235592,0.5008498879328321,0.3387035587222428,0.26152731618868424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4921875,0.2578125,0.0,0.0,0.1015625,0.5234375,0.359375,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984375,0.015625,0.0,0.0,0.0
0.8576695595350684,0.5939956821376596,0.5075907184555439,0.19701933890217044,0.13155514899798876,0.04747957416150392,0.2133649984046341,0.13958901504129748,0.04858205957566693,0.21989939438774322,0.0,0.03125,0.0,0.9930001390968568,0.7366749850398471,0.79819063383998,0.5227145274515773,0.34412476947044834,0.2693023730836433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234375,0.40625,0.359375,0.0,0.0,0.0625,0.5078125,0.390625,0.0390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953125,0.046875,0.0,0.0,0.0
